"party","city","cityName","ctr","ctrName","pop"
"http://dbpedia.org/resource/Democratic_Party_(Italy)","http://dbpedia.org/resource/Pontedera","Pontedera","http://dbpedia.org/resource/Italy","Italy",29270
"http://dbpedia.org/resource/Lega_Nord","http://dbpedia.org/resource/Spinea","Spinea","http://dbpedia.org/resource/Italy","Italy",27446
"http://dbpedia.org/resource/Christian_Democratic_People's_Party_of_Switzerland","http://dbpedia.org/resource/Naters","Naters","http://dbpedia.org/resource/Switzerland","Switzerland",7810
"http://dbpedia.org/resource/Christian_Democratic_People's_Party_of_Switzerland","http://dbpedia.org/resource/Rapperswil-Jona","Rapperswil-Jona","http://dbpedia.org/resource/Switzerland","Switzerland",2019
"http://dbpedia.org/resource/Christian_Democratic_People's_Party_of_Switzerland","http://dbpedia.org/resource/Naters","Naters","http://dbpedia.org/resource/Switzerland","Switzerland",2005
"http://dbpedia.org/resource/Christian_Democratic_People's_Party_of_Switzerland","http://dbpedia.org/resource/Rapperswil-Jona","Rapperswil-Jona","http://dbpedia.org/resource/Switzerland","Switzerland",27047
"http://dbpedia.org/resource/Christian_Democratic_People's_Party_of_Switzerland","http://dbpedia.org/resource/Kriens","Kriens","http://dbpedia.org/resource/Switzerland","Switzerland",
"http://dbpedia.org/resource/Social_Democratic_Party_of_Switzerland","http://dbpedia.org/resource/Olten","Olten","http://dbpedia.org/resource/Switzerland","Switzerland",
"http://dbpedia.org/resource/Social_Democratic_Party_of_Switzerland","http://dbpedia.org/resource/Solothurn","Solothurn","http://dbpedia.org/resource/Switzerland","Switzerland",
"http://dbpedia.org/resource/FDP.The_Liberals","http://dbpedia.org/resource/Neuchâtel","Neuchâtel","http://dbpedia.org/resource/Switzerland","Switzerland",
